comp_name,food_name,FF_food_no,FF_nutr_no,min,max,ave,unit,der_id,der,dps
Sucrose,Apple,171688,1010,0.78,3.53,2.07,G,1,Analytical,25
Glucose (dextrose),Apple,171688,1011,1.45,3.66,2.43,G,1,Analytical,25
Fructose,Apple,171688,1012,4.63,6.63,5.9,G,1,Analytical,25
Vitamin E (alpha-tocopherol),Apple,171688,1109,0.08,0.38,0.18,MG,1,Analytical,10
"Cryptoxanthin, beta",Apple,171688,1120,0,16,11,UG,1,Analytical,14
Thiamin,Apple,171688,1165,0.007,0.03,0.017,MG,1,Analytical,23
Niacin,Apple,171688,1167,0.07,0.13,0.091,MG,1,Analytical,13
Vitamin B-6,Apple,171688,1175,0.028,0.056,0.041,MG,1,Analytical,23
Betaine,Apple,171688,1198,0,0,0.1,MG,1,Analytical,1
Tryptophan,Apple,171688,1210,0,0,0.001,G,1,Analytical,0
Threonine,Apple,171688,1211,0,0,0.006,G,1,Analytical,0
Isoleucine,Apple,171688,1212,0,0,0.006,G,1,Analytical,0
Leucine,Apple,171688,1213,0,0,0.013,G,1,Analytical,0
Lysine,Apple,171688,1214,0,0,0.012,G,1,Analytical,0
Methionine,Apple,171688,1215,0,0,0.001,G,1,Analytical,0
Cystine,Apple,171688,1216,0,0,0.001,G,1,Analytical,0
Phenylalanine,Apple,171688,1217,0,0,0.006,G,1,Analytical,0
Tyrosine,Apple,171688,1218,0,0,0.001,G,1,Analytical,0
Valine,Apple,171688,1219,0,0,0.012,G,1,Analytical,0
Arginine,Apple,171688,1220,0,0,0.006,G,1,Analytical,0
Histidine,Apple,171688,1221,0,0,0.005,G,1,Analytical,0
Alanine,Apple,171688,1222,0,0,0.011,G,1,Analytical,0
Aspartic acid,Apple,171688,1223,0,0,0.07,G,1,Analytical,0
Glutamic acid,Apple,171688,1224,0,0,0.025,G,1,Analytical,0
Glycine,Apple,171688,1225,0,0,0.009,G,1,Analytical,0
Proline,Apple,171688,1226,0,0,0.006,G,1,Analytical,0
Serine,Apple,171688,1227,0,0,0.01,G,1,Analytical,0
"Choline, total",Apple,171688,1180,0,0,3.4,MG,SR,Analytical or derived from analytical,0
"Tocotrienol, alpha",Apple,171688,1128,,,,MG,,,
(-)-Epicatechin,Apple,171688,,,,,,,,
(+)-Catechin,Apple,171688,,,,,,,,
Sucrose,Banana,173944,1010,0.45,4.12,2.39,G,1,Analytical,8
Glucose (dextrose),Banana,173944,1011,1.79,8.13,4.98,G,1,Analytical,8
Fructose,Banana,173944,1012,2.34,7.52,4.85,G,1,Analytical,8
Vitamin E (alpha-tocopherol),Banana,173944,1109,0.03,0.37,0.1,MG,1,Analytical,15
"Cryptoxanthin, beta",Banana,173944,1120,0,0,0,UG,1,Analytical,6
"Tocotrienol, alpha",Banana,173944,1128,0,0.09,0.06,MG,1,Analytical,9
Thiamin,Banana,173944,1165,0.01,0.051,0.031,MG,1,Analytical,12
Niacin,Banana,173944,1167,0.544,0.749,0.665,MG,1,Analytical,12
Vitamin B-6,Banana,173944,1175,0.302,0.42,0.367,MG,1,Analytical,12
Betaine,Banana,173944,1198,0,0,0.1,MG,1,Analytical,1
Tryptophan,Banana,173944,1210,0,0,0.009,G,1,Analytical,0
Threonine,Banana,173944,1211,0,0,0.028,G,1,Analytical,0
Isoleucine,Banana,173944,1212,0,0,0.028,G,1,Analytical,0
Leucine,Banana,173944,1213,0,0,0.068,G,1,Analytical,0
Lysine,Banana,173944,1214,0,0,0.05,G,1,Analytical,0
Methionine,Banana,173944,1215,0,0,0.008,G,1,Analytical,0
Cystine,Banana,173944,1216,0,0,0.009,G,1,Analytical,0
Phenylalanine,Banana,173944,1217,0,0,0.049,G,1,Analytical,0
Tyrosine,Banana,173944,1218,0,0,0.009,G,1,Analytical,0
Valine,Banana,173944,1219,0,0,0.047,G,1,Analytical,0
Arginine,Banana,173944,1220,0,0,0.049,G,1,Analytical,0
Histidine,Banana,173944,1221,0,0,0.077,G,1,Analytical,0
Alanine,Banana,173944,1222,0,0,0.04,G,1,Analytical,0
Aspartic acid,Banana,173944,1223,0,0,0.124,G,1,Analytical,0
Glutamic acid,Banana,173944,1224,0,0,0.152,G,1,Analytical,0
Glycine,Banana,173944,1225,0,0,0.038,G,1,Analytical,0
Proline,Banana,173944,1226,0,0,0.028,G,1,Analytical,0
Serine,Banana,173944,1227,0,0,0.04,G,1,Analytical,0
"Choline, total",Banana,173944,1180,0,0,9.8,MG,SR,Analytical or derived from analytical,0
(-)-Epicatechin,Banana,173944,,,,,,,,
(+)-Catechin,Banana,173944,,,,,,,,
Sucrose,Basil,172232,1010,0,0,0,G,1,Analytical,1
Glucose (dextrose),Basil,172232,1011,0,0,0.02,G,1,Analytical,1
Fructose,Basil,172232,1012,0,0,0.02,G,1,Analytical,1
Vitamin E (alpha-tocopherol),Basil,172232,1109,0,0,0.8,MG,1,Analytical,1
"Cryptoxanthin, beta",Basil,172232,1120,3,89,46,UG,1,Analytical,7
"Tocotrienol, alpha",Basil,172232,1128,0,0,0,MG,1,Analytical,1
Thiamin,Basil,172232,1165,0.008,0.045,0.034,MG,1,Analytical,3
Niacin,Basil,172232,1167,0.79,1.06,0.902,MG,1,Analytical,3
Vitamin B-6,Basil,172232,1175,0.129,0.181,0.155,MG,1,Analytical,3
Betaine,Basil,172232,1198,0,0,0.4,MG,1,Analytical,1
"Choline, total",Basil,172232,1180,0,0,11.4,MG,SR,Analytical or derived from analytical,0
Tryptophan,Basil,172232,1210,0,0,0.039,G,SR,Analytical or derived from analytical,0
Threonine,Basil,172232,1211,0,0,0.104,G,SR,Analytical or derived from analytical,0
Isoleucine,Basil,172232,1212,0,0,0.104,G,SR,Analytical or derived from analytical,0
Leucine,Basil,172232,1213,0,0,0.191,G,SR,Analytical or derived from analytical,0
Lysine,Basil,172232,1214,0,0,0.11,G,SR,Analytical or derived from analytical,0
Methionine,Basil,172232,1215,0,0,0.036,G,SR,Analytical or derived from analytical,0
Cystine,Basil,172232,1216,0,0,0.028,G,SR,Analytical or derived from analytical,0
Phenylalanine,Basil,172232,1217,0,0,0.13,G,SR,Analytical or derived from analytical,0
Tyrosine,Basil,172232,1218,0,0,0.077,G,SR,Analytical or derived from analytical,0
Valine,Basil,172232,1219,0,0,0.127,G,SR,Analytical or derived from analytical,0
Arginine,Basil,172232,1220,0,0,0.117,G,SR,Analytical or derived from analytical,0
Histidine,Basil,172232,1221,0,0,0.051,G,SR,Analytical or derived from analytical,0
Alanine,Basil,172232,1222,0,0,0.132,G,SR,Analytical or derived from analytical,0
Aspartic acid,Basil,172232,1223,0,0,0.301,G,SR,Analytical or derived from analytical,0
Glutamic acid,Basil,172232,1224,0,0,0.277,G,SR,Analytical or derived from analytical,0
Glycine,Basil,172232,1225,0,0,0.122,G,SR,Analytical or derived from analytical,0
Proline,Basil,172232,1226,0,0,0.104,G,SR,Analytical or derived from analytical,0
Serine,Basil,172232,1227,0,0,0.099,G,SR,Analytical or derived from analytical,0
(-)-Epicatechin,Basil,172232,,,,,,,,
(+)-Catechin,Basil,172232,,,,,,,,
Vitamin E (alpha-tocopherol),Black bean,175186,1109,0,0,0.21,MG,16,Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used,0
"Cryptoxanthin, beta",Black bean,175186,1120,0,0,0,UG,16,Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used,0
Thiamin,Black bean,175186,1165,0,0,0.9,MG,SR,Analytical or derived from analytical,0
Niacin,Black bean,175186,1167,0,0,1.955,MG,SR,Analytical or derived from analytical,0
Vitamin B-6,Black bean,175186,1175,0,0,0.286,MG,SR,Analytical or derived from analytical,0
Tryptophan,Black bean,175186,1210,0,0,0.252,G,SR,Analytical or derived from analytical,0
Threonine,Black bean,175186,1211,0,0,0.894,G,SR,Analytical or derived from analytical,0
Isoleucine,Black bean,175186,1212,0,0,0.938,G,SR,Analytical or derived from analytical,0
Leucine,Black bean,175186,1213,0,0,1.697,G,SR,Analytical or derived from analytical,0
Lysine,Black bean,175186,1214,0,0,1.459,G,SR,Analytical or derived from analytical,0
Methionine,Black bean,175186,1215,0,0,0.32,G,SR,Analytical or derived from analytical,0
Cystine,Black bean,175186,1216,0,0,0.231,G,SR,Analytical or derived from analytical,0
Phenylalanine,Black bean,175186,1217,0,0,1.149,G,SR,Analytical or derived from analytical,0
Tyrosine,Black bean,175186,1218,0,0,0.598,G,SR,Analytical or derived from analytical,0
Valine,Black bean,175186,1219,0,0,1.112,G,SR,Analytical or derived from analytical,0
Arginine,Black bean,175186,1220,0,0,1.316,G,SR,Analytical or derived from analytical,0
Histidine,Black bean,175186,1221,0,0,0.592,G,SR,Analytical or derived from analytical,0
Alanine,Black bean,175186,1222,0,0,0.891,G,SR,Analytical or derived from analytical,0
Aspartic acid,Black bean,175186,1223,0,0,2.57,G,SR,Analytical or derived from analytical,0
Glutamic acid,Black bean,175186,1224,0,0,3.24,G,SR,Analytical or derived from analytical,0
Glycine,Black bean,175186,1225,0,0,0.83,G,SR,Analytical or derived from analytical,0
Proline,Black bean,175186,1226,0,0,0.901,G,SR,Analytical or derived from analytical,0
Serine,Black bean,175186,1227,0,0,1.156,G,SR,Analytical or derived from analytical,0
Sucrose,Black bean,175186,1010,,,,G,,,
Glucose (dextrose),Black bean,175186,1011,,,,G,,,
Fructose,Black bean,175186,1012,,,,G,,,
"Tocotrienol, alpha",Black bean,175186,1128,,,,MG,,,
"Choline, total",Black bean,175186,1180,,,,MG,,,
Betaine,Black bean,175186,1198,,,,MG,,,
(-)-Epicatechin,Black bean,175186,,,,,,,,
(+)-Catechin,Black bean,175186,,,,,,,,
"Cryptoxanthin, beta",Carrot,170393,1120,0,0,0,UG,1,Analytical,45
Betaine,Carrot,170393,1198,0,0,0.4,MG,1,Analytical,1
Sucrose,Carrot,170393,1010,2.7,4.19,3.59,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,11
Glucose (dextrose),Carrot,170393,1011,0.28,1.2,0.59,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,11
Fructose,Carrot,170393,1012,0.34,1,0.55,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,11
Thiamin,Carrot,170393,1165,0.02,0.085,0.066,MG,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,21
Niacin,Carrot,170393,1167,0.577,1.41,0.983,MG,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,19
Vitamin B-6,Carrot,170393,1175,0.09,0.231,0.138,MG,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,19
Tryptophan,Carrot,170393,1210,0,0,0.012,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,0
Threonine,Carrot,170393,1211,0,0,0.191,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,0
Isoleucine,Carrot,170393,1212,0,0,0.077,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,0
Leucine,Carrot,170393,1213,0,0,0.102,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,0
Lysine,Carrot,170393,1214,0,0,0.101,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,0
Methionine,Carrot,170393,1215,0,0,0.02,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,0
Cystine,Carrot,170393,1216,0,0,0.083,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,0
Phenylalanine,Carrot,170393,1217,0,0,0.061,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,0
Tyrosine,Carrot,170393,1218,0,0,0.043,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,0
Valine,Carrot,170393,1219,0,0,0.069,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,0
Arginine,Carrot,170393,1220,0,0,0.091,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,0
Histidine,Carrot,170393,1221,0,0,0.04,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,0
Alanine,Carrot,170393,1222,0,0,0.113,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,0
Aspartic acid,Carrot,170393,1223,0,0,0.19,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,0
Glutamic acid,Carrot,170393,1224,0,0,0.366,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,0
Glycine,Carrot,170393,1225,0,0,0.047,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,0
Proline,Carrot,170393,1226,0,0,0.054,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,0
Serine,Carrot,170393,1227,0,0,0.054,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,0
Vitamin E (alpha-tocopherol),Carrot,170393,1109,0.25,1.46,0.66,MG,43,"Aggregated data involving combinations of data with different source codes when at least one code is not 1, 6, 12, or 13",11
"Tocotrienol, alpha",Carrot,170393,1128,0,0.06,0.01,MG,43,"Aggregated data involving combinations of data with different source codes when at least one code is not 1, 6, 12, or 13",5
"Choline, total",Carrot,170393,1180,0,0,8.8,MG,SR,Analytical or derived from analytical,0
(-)-Epicatechin,Carrot,170393,,,,,,,,
(+)-Catechin,Carrot,170393,,,,,,,,
Tryptophan,Chickpeas,173756,1210,0,0,0.2,G,1,Analytical,0
Threonine,Chickpeas,173756,1211,0,0,0.766,G,1,Analytical,0
Isoleucine,Chickpeas,173756,1212,0,0,0.882,G,1,Analytical,0
Leucine,Chickpeas,173756,1213,0,0,1.465,G,1,Analytical,0
Lysine,Chickpeas,173756,1214,0,0,1.377,G,1,Analytical,0
Methionine,Chickpeas,173756,1215,0,0,0.27,G,1,Analytical,0
Cystine,Chickpeas,173756,1216,0,0,0.279,G,1,Analytical,0
Phenylalanine,Chickpeas,173756,1217,0,0,1.103,G,1,Analytical,0
Tyrosine,Chickpeas,173756,1218,0,0,0.512,G,1,Analytical,0
Valine,Chickpeas,173756,1219,0,0,0.865,G,1,Analytical,0
Arginine,Chickpeas,173756,1220,0,0,1.939,G,1,Analytical,0
Histidine,Chickpeas,173756,1221,0,0,0.566,G,1,Analytical,0
Alanine,Chickpeas,173756,1222,0,0,0.882,G,1,Analytical,0
Aspartic acid,Chickpeas,173756,1223,0,0,2.422,G,1,Analytical,0
Glutamic acid,Chickpeas,173756,1224,0,0,3.603,G,1,Analytical,0
Glycine,Chickpeas,173756,1225,0,0,0.857,G,1,Analytical,0
Proline,Chickpeas,173756,1226,0,0,0.849,G,1,Analytical,0
Serine,Chickpeas,173756,1227,0,0,1.036,G,1,Analytical,0
"Choline, total",Chickpeas,173756,1180,0,0,99.3,MG,16,Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used,0
Vitamin E (alpha-tocopherol),Chickpeas,173756,1109,0,0,0.82,MG,52,Other procedure used from imputing,0
"Cryptoxanthin, beta",Chickpeas,173756,1120,0,0,0,UG,68,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",0
Thiamin,Chickpeas,173756,1165,0,0,0.477,MG,SR,Analytical or derived from analytical,42
Niacin,Chickpeas,173756,1167,0,0,1.541,MG,SR,Analytical or derived from analytical,43
Vitamin B-6,Chickpeas,173756,1175,0,0,0.535,MG,SR,Analytical or derived from analytical,26
Sucrose,Chickpeas,173756,1010,,,,G,,,
Glucose (dextrose),Chickpeas,173756,1011,,,,G,,,
Fructose,Chickpeas,173756,1012,,,,G,,,
"Tocotrienol, alpha",Chickpeas,173756,1128,,,,MG,,,
Betaine,Chickpeas,173756,1198,,,,MG,,,
(-)-Epicatechin,Chickpeas,173756,,,,,,,,
(+)-Catechin,Chickpeas,173756,,,,,,,,
Sucrose,Corn,169998,1010,0.07,1.7,0.89,G,1,Analytical,2
Glucose (dextrose),Corn,169998,1011,2.08,4.78,3.43,G,1,Analytical,2
Fructose,Corn,169998,1012,1.5,2.38,1.94,G,1,Analytical,2
Vitamin E (alpha-tocopherol),Corn,169998,1109,0,0,0.07,MG,16,Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used,0
"Cryptoxanthin, beta",Corn,169998,1120,0,0,115,UG,16,Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used,0
"Choline, total",Corn,169998,1180,0,0,23,MG,16,Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used,0
Thiamin,Corn,169998,1165,0.11,0.2,0.155,MG,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,2
Niacin,Corn,169998,1167,1.7,1.84,1.77,MG,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,2
Vitamin B-6,Corn,169998,1175,0.055,0.324,0.093,MG,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,7
Tryptophan,Corn,169998,1210,0,0,0.023,G,SR,Analytical or derived from analytical,17
Threonine,Corn,169998,1211,0,0,0.129,G,SR,Analytical or derived from analytical,21
Isoleucine,Corn,169998,1212,0,0,0.129,G,SR,Analytical or derived from analytical,21
Leucine,Corn,169998,1213,0,0,0.348,G,SR,Analytical or derived from analytical,21
Lysine,Corn,169998,1214,0,0,0.137,G,SR,Analytical or derived from analytical,21
Methionine,Corn,169998,1215,0,0,0.067,G,SR,Analytical or derived from analytical,21
Cystine,Corn,169998,1216,0,0,0.026,G,SR,Analytical or derived from analytical,3
Phenylalanine,Corn,169998,1217,0,0,0.15,G,SR,Analytical or derived from analytical,21
Tyrosine,Corn,169998,1218,0,0,0.123,G,SR,Analytical or derived from analytical,5
Valine,Corn,169998,1219,0,0,0.185,G,SR,Analytical or derived from analytical,21
Arginine,Corn,169998,1220,0,0,0.131,G,SR,Analytical or derived from analytical,21
Histidine,Corn,169998,1221,0,0,0.089,G,SR,Analytical or derived from analytical,21
Alanine,Corn,169998,1222,0,0,0.295,G,SR,Analytical or derived from analytical,5
Aspartic acid,Corn,169998,1223,0,0,0.244,G,SR,Analytical or derived from analytical,5
Glutamic acid,Corn,169998,1224,0,0,0.636,G,SR,Analytical or derived from analytical,5
Glycine,Corn,169998,1225,0,0,0.127,G,SR,Analytical or derived from analytical,5
Proline,Corn,169998,1226,0,0,0.292,G,SR,Analytical or derived from analytical,5
Serine,Corn,169998,1227,0,0,0.153,G,SR,Analytical or derived from analytical,5
"Tocotrienol, alpha",Corn,169998,1128,,,,MG,,,
Betaine,Corn,169998,1198,,,,MG,,,
(-)-Epicatechin,Corn,169998,,,,,,,,
(+)-Catechin,Corn,169998,,,,,,,,
Vitamin E (alpha-tocopherol),Garlic,169230,1109,0,0,0.08,MG,16,Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used,0
"Cryptoxanthin, beta",Garlic,169230,1120,0,0,0,UG,16,Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used,0
"Choline, total",Garlic,169230,1180,0,0,23.2,MG,16,Based on another form of the food or similar food; Concentration adjustment; Solids; Retention factors not used,0
Thiamin,Garlic,169230,1165,0,0,0.2,MG,SR,Analytical or derived from analytical,1
Niacin,Garlic,169230,1167,0,0,0.7,MG,SR,Analytical or derived from analytical,1
Vitamin B-6,Garlic,169230,1175,0,0,1.235,MG,SR,Calculated or imputed,0
Tryptophan,Garlic,169230,1210,0,0,0.066,G,SR,Analytical or derived from analytical,1
Threonine,Garlic,169230,1211,0,0,0.157,G,SR,Analytical or derived from analytical,1
Isoleucine,Garlic,169230,1212,0,0,0.217,G,SR,Analytical or derived from analytical,1
Leucine,Garlic,169230,1213,0,0,0.308,G,SR,Analytical or derived from analytical,1
Lysine,Garlic,169230,1214,0,0,0.273,G,SR,Analytical or derived from analytical,1
Methionine,Garlic,169230,1215,0,0,0.076,G,SR,Analytical or derived from analytical,1
Cystine,Garlic,169230,1216,0,0,0.065,G,SR,Analytical or derived from analytical,1
Phenylalanine,Garlic,169230,1217,0,0,0.183,G,SR,Analytical or derived from analytical,1
Tyrosine,Garlic,169230,1218,0,0,0.081,G,SR,Analytical or derived from analytical,1
Valine,Garlic,169230,1219,0,0,0.291,G,SR,Analytical or derived from analytical,1
Arginine,Garlic,169230,1220,0,0,0.634,G,SR,Analytical or derived from analytical,1
Histidine,Garlic,169230,1221,0,0,0.113,G,SR,Analytical or derived from analytical,1
Alanine,Garlic,169230,1222,0,0,0.132,G,SR,Analytical or derived from analytical,1
Aspartic acid,Garlic,169230,1223,0,0,0.489,G,SR,Analytical or derived from analytical,1
Glutamic acid,Garlic,169230,1224,0,0,0.805,G,SR,Analytical or derived from analytical,1
Glycine,Garlic,169230,1225,0,0,0.2,G,SR,Analytical or derived from analytical,1
Proline,Garlic,169230,1226,0,0,0.1,G,SR,Analytical or derived from analytical,1
Serine,Garlic,169230,1227,0,0,0.19,G,SR,Analytical or derived from analytical,1
Sucrose,Garlic,169230,1010,,,,G,,,
Glucose (dextrose),Garlic,169230,1011,,,,G,,,
Fructose,Garlic,169230,1012,,,,G,,,
"Tocotrienol, alpha",Garlic,169230,1128,,,,MG,,,
Betaine,Garlic,169230,1198,,,,MG,,,
(-)-Epicatechin,Garlic,169230,,,,,,,,
(+)-Catechin,Garlic,169230,,,,,,,,
"Cryptoxanthin, beta",Lettuce,169248,1120,0,0,0,UG,1,Analytical,51
Betaine,Lettuce,169248,1198,0.1,0.1,0.1,MG,1,Analytical,2
Sucrose,Lettuce,169248,1010,0,0.2,0.05,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,8
Glucose (dextrose),Lettuce,169248,1011,0.67,1.2,0.91,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,8
Fructose,Lettuce,169248,1012,0.78,1.4,1,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,8
Thiamin,Lettuce,169248,1165,0.013,0.06,0.041,MG,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,23
Niacin,Lettuce,169248,1167,0.037,0.222,0.123,MG,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,13
Vitamin B-6,Lettuce,169248,1175,0.025,0.07,0.042,MG,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,23
Tryptophan,Lettuce,169248,1210,0,0,0.009,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,0
Threonine,Lettuce,169248,1211,0,0,0.025,G,42,Aggregated data involving combinations of data with only source codes 1 and 12 and/or 13,0
